date,bases,open_access_bases,bytes,open_access_bytes
07/10/2008,1.38675E+11,1.38675E+11,6.66303E+11,6.66303E+11
07/11/2008,1.64408E+11,1.64408E+11,9.23178E+11,9.23178E+11
07/12/2008,1.72661E+11,1.72661E+11,1.00632E+12,1.00632E+12
07/14/2008,1.82876E+11,1.82876E+11,1.04157E+12,1.04157E+12
07/15/2008,1.87867E+11,1.87867E+11,1.05324E+12,1.05324E+12
07/16/2008,2.16931E+11,2.16931E+11,1.11874E+12,1.11874E+12
07/17/2008,2.26863E+11,2.26863E+11,1.16388E+12,1.16388E+12
07/18/2008,2.29591E+11,2.29591E+11,1.18774E+12,1.18774E+12
07/19/2008,2.34604E+11,2.34604E+11,1.2353E+12,1.2353E+12
07/21/2008,2.46882E+11,2.46882E+11,1.36771E+12,1.36771E+12
07/22/2008,2.78108E+11,2.78108E+11,1.65513E+12,1.65513E+12
07/23/2008,2.96202E+11,2.96202E+11,1.81162E+12,1.81162E+12
07/24/2008,3.11097E+11,3.11097E+11,1.95307E+12,1.95307E+12
07/25/2008,3.39965E+11,3.39965E+11,2.20467E+12,2.20467E+12
07/31/2008,3.46282E+11,3.46282E+11,2.2641E+12,2.2641E+12
08/01/2008,3.51943E+11,3.51943E+11,2.32175E+12,2.32175E+12
08/06/2008,3.56339E+11,3.56339E+11,2.37458E+12,2.37458E+12
08/07/2008,3.59685E+11,3.59685E+11,2.41232E+12,2.41232E+12
08/08/2008,3.60306E+11,3.60306E+11,2.41398E+12,2.41398E+12
08/09/2008,3.60438E+11,3.60438E+11,2.41427E+12,2.41427E+12
08/14/2008,3.75299E+11,3.75299E+11,2.52387E+12,2.52387E+12
08/15/2008,4.28427E+11,4.28427E+11,2.73867E+12,2.73867E+12
08/16/2008,4.70007E+11,4.70007E+11,3.14286E+12,3.14286E+12
08/17/2008,4.86452E+11,4.86452E+11,3.26E+12,3.26E+12
08/18/2008,5.09973E+11,5.09973E+11,3.43466E+12,3.43466E+12
08/19/2008,5.38322E+11,5.38322E+11,3.68256E+12,3.68256E+12
08/20/2008,5.9479E+11,5.9479E+11,4.18404E+12,4.18404E+12
08/21/2008,6.04778E+11,6.04778E+11,4.27107E+12,4.27107E+12
08/23/2008,6.10745E+11,6.10745E+11,4.34517E+12,4.34517E+12
08/25/2008,6.38267E+11,6.38267E+11,4.53176E+12,4.53176E+12
08/26/2008,6.89776E+11,6.89776E+11,4.85346E+12,4.85346E+12
08/27/2008,6.98905E+11,6.98905E+11,4.88046E+12,4.88046E+12
08/28/2008,7.16856E+11,7.16856E+11,4.9138E+12,4.9138E+12
08/29/2008,7.25037E+11,7.25037E+11,4.93603E+12,4.93603E+12
08/30/2008,7.65726E+11,7.65726E+11,5.31641E+12,5.31641E+12
08/31/2008,8.74047E+11,8.74047E+11,6.17728E+12,6.17728E+12
09/01/2008,8.84716E+11,8.84716E+11,6.2622E+12,6.2622E+12
09/02/2008,9.16037E+11,9.16037E+11,6.50773E+12,6.50773E+12
09/03/2008,9.35542E+11,9.35542E+11,6.5754E+12,6.5754E+12
09/04/2008,9.43305E+11,9.43305E+11,6.59245E+12,6.59245E+12
09/05/2008,9.48479E+11,9.48479E+11,6.64409E+12,6.64409E+12
09/06/2008,9.52956E+11,9.52956E+11,6.69494E+12,6.69494E+12
09/07/2008,9.78875E+11,9.78875E+11,6.93355E+12,6.93355E+12
09/08/2008,1.0011E+12,1.0011E+12,7.10939E+12,7.10939E+12
09/09/2008,1.02231E+12,1.02231E+12,7.28726E+12,7.28726E+12
09/10/2008,1.03464E+12,1.03464E+12,7.41952E+12,7.41952E+12
09/11/2008,1.04364E+12,1.04364E+12,7.52056E+12,7.52056E+12
09/12/2008,1.04518E+12,1.04518E+12,7.5392E+12,7.5392E+12
09/14/2008,1.04547E+12,1.04547E+12,7.54285E+12,7.54285E+12
09/15/2008,1.05584E+12,1.05584E+12,7.64087E+12,7.64087E+12
09/16/2008,1.05584E+12,1.05584E+12,7.64087E+12,7.64087E+12
09/18/2008,1.05606E+12,1.05606E+12,7.64141E+12,7.64141E+12
09/19/2008,1.07085E+12,1.07085E+12,7.77878E+12,7.77878E+12
09/20/2008,1.09921E+12,1.09921E+12,8.07539E+12,8.07539E+12
09/22/2008,1.11381E+12,1.11381E+12,8.19202E+12,8.19202E+12
